,Time,Count
156,07:36:53,45
157,05:19:31,7
158,15:55:03,4
159,19:41:42,5
160,07:36:59,30
161,07:36:58,20
162,05:19:38,9
163,05:19:39,4
164,09:41:34,3
165,06:58:58,5
166,05:16:32,12
167,04:56:22,2
168,15:13:50,5
169,02:45:54,3
170,12:11:25,1
171,01:41:07,3
172,18:52:12,23
173,03:29:55,6
174,12:11:27,10
175,05:16:36,11
176,05:13:56,8
177,12:11:26,10
178,03:32:18,4
179,02:45:50,13
180,06:39:54,4
181,00:44:59,8
182,18:52:17,3
183,13:01:00,4
184,11:16:19,12
185,16:55:39,1
186,18:52:16,22
187,22:43:16,8
188,23:24:11,10
189,08:31:19,9
190,23:24:13,13
191,23:24:14,7
192,23:24:15,8
193,23:24:16,11
194,23:24:17,3
195,23:24:18,9
196,23:24:19,6
197,08:31:11,5
198,12:11:22,10
199,08:31:17,3
200,15:54:56,6
201,08:31:15,4
202,08:31:14,2
203,02:27:05,5
204,05:16:38,8
205,18:54:19,4
206,18:54:18,7
207,02:28:52,6
208,18:54:15,5
209,18:54:14,7
210,18:54:17,9
211,18:54:16,4
212,18:54:11,5
213,18:54:10,7
214,22:43:17,4
215,18:54:12,9
216,07:16:29,3
217,02:27:06,7
218,02:45:58,3
219,02:27:01,5
220,11:16:11,3
221,12:29:48,6
222,02:27:00,6
223,23:26:16,10
224,23:26:17,4
225,23:26:14,8
226,23:26:15,17
227,23:26:12,9
228,02:27:03,9
229,23:26:10,4
230,23:26:11,3
231,12:05:49,4
232,02:27:02,1
233,23:26:18,10
234,03:11:51,8
235,05:49:37,29
236,05:49:36,6
237,16:16:22,7
238,05:49:34,28
239,05:49:33,17
240,16:16:25,14
241,16:16:26,14
242,05:49:30,8
243,16:16:28,4
244,16:16:29,2
245,18:47:30,5
246,05:24:40,1
247,05:49:39,11
248,05:49:38,3
249,15:46:59,9
250,15:46:58,4
251,15:46:53,7
252,15:46:52,9
253,15:46:51,18
254,15:46:50,2
255,15:46:57,5
256,15:46:56,10
257,15:46:55,7
258,15:46:54,7
259,04:03:34,10
260,22:39:25,8
261,19:41:41,5
262,23:29:55,17
263,13:49:28,9
264,22:41:16,4
265,00:51:42,3
266,10:08:35,18
267,12:35:18,8
268,12:35:19,6
269,23:01:18,4
270,12:35:12,8
271,12:35:13,3
272,12:35:10,12
273,12:35:11,2
274,12:35:16,17
275,02:57:36,7
276,02:57:35,11
277,12:35:15,7
278,07:33:29,37
279,07:33:28,29
280,22:43:13,5
281,07:33:23,24
282,07:33:22,11
283,07:33:21,10
284,10:08:32,2
285,10:30:54,6
286,07:33:26,15
287,07:33:25,6
288,22:23:42,4
289,23:29:53,5
290,07:27:19,12
291,07:27:18,20
292,07:27:17,8
293,07:27:16,18
294,07:27:15,36
295,07:27:14,8
296,07:27:13,7
297,07:27:12,5
298,07:27:11,4
299,07:27:10,20
300,12:19:28,7
301,19:55:05,3
302,17:11:49,1
303,00:59:13,5
304,22:43:11,7
305,00:51:41,5
306,23:48:18,6
307,10:08:30,5
308,16:43:02,8
309,03:39:36,7
310,06:36:32,11
311,06:36:33,10
312,06:36:30,6
313,06:36:31,7
314,06:36:36,18
315,06:36:37,4
316,06:36:34,11
317,06:36:35,6
318,06:36:38,3
319,06:36:39,7
320,21:14:39,2
321,02:14:12,3
322,09:58:22,7
323,23:48:19,6
324,10:08:31,6
325,06:27:47,5
326,08:07:07,14
327,02:14:13,5
328,16:11:47,12
329,16:11:46,5
330,16:11:45,16
331,16:11:44,2
332,16:11:43,16
333,16:11:42,15
334,16:11:41,10
335,16:11:40,8
336,13:37:51,17
337,13:37:50,5
338,13:37:53,3
339,13:37:52,2
340,13:37:55,6
341,13:37:54,6
342,13:37:57,6
343,16:11:48,8
344,13:34:05,8
345,18:23:13,6
346,02:14:14,1
347,11:14:08,2
348,16:14:19,3
349,16:14:18,9
350,16:13:49,8
351,16:13:48,9
352,16:13:45,4
353,16:14:12,8
354,16:13:47,14
355,16:14:10,4
356,16:13:41,2
357,16:13:40,8
358,16:13:43,11
359,16:14:14,9
360,05:50:31,6
361,05:50:30,6
362,05:50:33,8
363,05:50:32,17
364,05:50:35,6
365,05:50:34,5
366,22:30:49,5
367,22:30:48,7
368,05:50:39,20
369,05:50:38,16
370,22:30:45,3
371,22:30:44,5
372,22:30:43,6
373,09:58:21,4
374,22:30:41,7
375,22:30:40,5
376,14:10:35,5
377,03:37:11,10
378,20:16:05,5
379,06:22:49,2
380,15:26:49,2
381,22:00:34,4
382,16:13:19,4
383,17:38:09,3
384,17:38:08,3
385,11:47:21,5
386,17:38:03,11
387,17:38:02,6
388,17:38:01,3
389,17:38:00,9
390,17:38:07,11
391,17:38:06,7
392,17:38:05,12
393,00:45:42,2
394,20:04:49,2
395,01:30:03,9
396,02:43:43,2
397,06:57:42,11
398,19:48:44,13
399,16:13:16,5
400,22:13:09,4
401,02:32:29,2
402,08:37:50,11
403,09:42:06,5
404,12:56:43,8
405,12:29:44,7
406,09:08:20,6
407,13:31:13,4
408,08:52:01,1
409,10:13:38,34
410,10:13:39,4
411,10:13:36,2
412,10:13:37,10
413,10:13:34,7
414,01:35:02,9
415,10:13:32,9
416,10:13:33,32
417,10:13:30,7
418,10:13:31,16
419,00:54:25,5
420,11:32:18,7
421,11:32:19,8
422,11:32:14,7
423,11:32:15,6
424,11:32:16,8
425,11:32:17,2
426,11:32:10,6
427,11:32:11,17
428,11:32:12,9
429,11:32:13,5
430,10:07:42,7
431,10:07:43,5
432,10:07:40,1
433,10:07:41,8
434,10:07:46,9
435,10:07:47,10
436,10:07:44,10
437,19:49:00,7
438,19:45:12,7
439,19:45:13,4
440,10:07:48,10
441,08:26:10,3
442,19:45:16,6
443,19:45:17,4
444,19:45:14,7
445,19:45:15,3
446,06:03:47,3
447,12:29:46,7
448,06:38:49,6
449,06:38:48,5
450,06:03:46,10
451,06:38:45,28
452,06:38:44,1
453,06:38:47,3
454,06:38:46,1
455,06:38:41,5
456,06:38:40,14
457,06:38:43,9
458,08:37:55,26
459,09:11:50,2
460,09:11:51,8
461,09:11:52,5
462,09:11:53,14
463,09:11:54,5
464,09:11:55,6
465,09:11:56,8
466,09:11:57,6
467,09:11:58,2
468,12:49:43,17
469,12:49:40,3
470,12:49:41,11
471,12:49:46,5
472,12:49:47,8
473,12:49:44,6
474,12:49:45,10
475,12:29:47,2
476,12:51:38,5
477,05:17:28,6
478,06:03:41,15
479,01:51:40,3
480,04:00:17,1
481,04:01:36,3
482,17:05:28,2
483,03:39:34,7
484,12:56:47,6
485,22:47:11,1
486,20:16:03,3
487,09:13:56,22
488,09:13:57,3
489,09:13:54,12
490,09:13:55,27
491,09:13:52,13
492,09:13:53,4
493,09:13:50,6
494,09:13:51,25
495,01:07:53,3
496,03:01:18,4
497,00:50:14,11
498,09:13:58,15
499,09:13:59,13
500,00:50:15,9
501,06:03:49,6
502,04:22:19,6
503,00:50:12,3
504,01:51:48,4
505,19:29:35,5
506,10:21:10,20
507,05:18:04,5
508,05:18:05,16
509,05:18:06,5
510,05:18:07,10
511,05:18:00,6
512,05:18:01,10
513,05:18:02,16
514,05:18:03,11
515,13:31:12,5
516,10:21:12,11
517,05:18:08,17
518,05:18:09,13
519,18:09:32,1
520,23:23:28,14
521,23:23:29,6
522,04:28:08,7
523,04:28:09,8
524,23:23:20,3
525,23:23:21,3
526,23:23:22,4
527,04:28:01,9
528,04:28:06,4
529,23:23:25,8
530,23:23:26,6
531,23:23:27,14
532,16:13:11,9
533,13:05:49,8
534,13:05:48,5
535,13:05:43,6
536,13:05:42,6
537,13:05:41,4
538,13:05:40,14
539,13:05:47,4
540,13:05:46,5
541,13:05:45,8
542,11:36:42,2
543,11:30:12,9
544,11:30:13,37
545,11:30:10,9
546,11:30:11,12
547,11:30:16,12
548,00:50:18,4
549,11:30:14,14
550,23:15:33,9
551,11:30:18,2
552,11:30:19,26
553,00:28:06,6
554,00:28:07,6
555,00:28:04,4
556,22:50:06,3
557,04:26:04,7
558,04:26:05,12
559,04:26:06,6
560,22:50:02,13
561,00:58:30,9
562,04:26:09,5
563,10:22:23,12
564,10:22:22,6
565,22:50:09,4
566,00:58:35,5
567,00:58:36,6
568,00:58:37,6
569,13:07:41,6
570,13:07:40,1
571,13:07:43,6
572,01:06:40,14
573,18:36:28,7
574,18:36:29,4
575,13:07:47,8
576,13:07:46,9
577,18:36:24,3
578,13:07:48,9
579,01:06:49,5
580,01:06:48,4
581,18:36:20,10
582,18:36:21,9
583,18:36:22,11
584,18:36:23,7
585,17:58:41,5
586,00:43:26,19
587,00:43:25,15
588,17:58:42,9
589,00:43:23,8
590,00:43:22,9
591,17:58:47,10
592,17:58:46,5
593,17:58:49,3
594,17:58:48,9
595,10:02:32,13
596,10:02:33,7
597,10:02:34,6
598,21:21:30,7
599,10:02:36,14
600,10:02:37,21
601,19:29:31,9
602,15:52:55,7
603,11:10:17,1
604,17:35:21,1
605,08:05:04,21
606,03:58:19,4
607,03:58:18,12
608,10:34:08,5
609,10:34:09,9
610,02:59:31,5
611,03:58:11,4
612,10:34:05,12
613,10:34:06,5
614,00:25:27,9
615,03:58:15,8
616,10:34:01,6
617,10:34:02,8
618,10:34:03,5
619,03:28:29,7
620,03:28:28,7
621,01:43:56,6
622,03:28:23,5
623,18:25:51,12
624,03:28:21,8
625,03:28:20,15
626,03:28:27,8
627,03:28:26,9
628,03:28:25,2
629,03:28:24,2
630,04:01:39,5
631,04:08:19,1
632,18:25:53,3
633,17:44:13,24
634,12:28:01,1
635,22:40:08,3
636,04:00:49,3
637,12:28:00,4
638,20:26:19,3
639,20:26:18,9
640,00:52:32,6
641,14:31:39,2
642,20:26:15,17
643,20:26:14,8
644,14:31:34,11
645,14:31:35,7
646,20:26:11,3
647,14:31:33,20
648,20:26:13,2
649,20:26:12,8
650,04:27:39,4
651,19:53:54,15
652,05:33:09,3
653,10:02:42,5
654,04:11:42,11
655,05:33:08,6
656,18:25:58,8
657,14:21:42,8
658,14:21:43,13
659,14:21:40,3
660,14:21:41,5
661,14:21:46,4
662,14:21:47,5
663,14:21:44,12
664,14:21:45,12
665,08:05:01,3
666,11:52:12,7
667,14:21:48,4
668,14:21:49,8
669,05:33:05,8
670,11:52:13,8
671,20:28:13,4
672,20:28:12,2
673,20:28:11,1
674,21:05:50,5
675,20:28:17,5
676,20:28:16,2
677,20:28:15,1
678,20:28:14,6
679,21:05:57,4
680,20:28:19,9
681,20:28:18,12
682,10:16:13,7
683,05:33:02,12
684,01:04:49,3
685,01:04:48,9
686,19:39:48,5
687,19:39:49,6
688,13:01:30,8
689,19:39:42,5
690,19:39:43,6
691,19:39:40,4
692,19:39:41,11
693,19:39:46,9
694,01:04:44,11
695,19:39:44,8
696,19:39:45,5
697,11:33:13,3
698,07:57:38,34
699,07:57:39,22
700,15:25:46,1
701,11:33:12,11
702,07:57:32,2
703,07:57:33,9
704,07:57:30,3
705,07:57:31,15
706,07:57:36,17
707,07:57:37,34
708,07:57:34,8
709,07:57:35,11
710,17:55:39,3
711,11:34:46,7
712,11:52:18,10
713,05:05:13,5
714,13:57:35,5
715,00:45:50,17
716,11:25:13,2
717,00:45:51,7
718,23:56:51,8
719,23:56:50,3
720,23:56:53,8
721,23:56:52,8
722,23:56:55,4
723,00:45:52,2
724,23:56:57,13
725,23:56:56,13
726,19:17:37,7
727,19:17:36,6
728,19:17:35,12
729,00:45:53,17
730,19:17:33,4
731,19:17:32,4
732,19:17:31,11
733,19:17:30,8
734,15:32:16,8
735,10:14:41,3
736,14:12:45,8
737,20:03:20,3
738,04:08:18,4
739,19:53:58,4
740,07:59:21,17
741,00:25:29,9
742,15:25:44,8
743,11:57:09,8
744,01:08:18,6
745,17:54:31,5
746,01:08:16,3
747,01:08:17,6
748,01:08:14,4
749,01:08:15,7
750,11:53:49,5
751,22:46:48,13
752,01:08:10,6
753,01:08:11,11
754,15:05:27,10
755,15:05:26,26
756,12:57:25,7
757,12:57:24,22
758,15:05:23,19
759,12:57:22,9
760,12:57:21,3
761,15:05:20,19
762,01:13:05,8
763,01:13:04,7
764,01:13:07,10
765,01:13:06,3
766,01:20:34,9
767,01:13:00,7
768,12:57:29,17
769,01:13:02,6
770,20:55:48,9
771,17:52:42,10
772,17:52:41,1
773,17:52:40,5
774,17:52:47,2
775,17:52:45,14
776,17:52:44,9
777,20:55:40,3
778,20:55:41,8
779,20:55:42,7
780,20:55:43,5
781,20:55:44,3
782,20:55:45,9
783,20:55:46,25
784,20:55:47,2
785,11:36:40,9
786,17:54:38,5
787,22:46:43,10
788,16:31:59,5
789,22:46:40,3
790,23:07:53,3
791,23:07:52,7
792,23:07:51,13
793,23:07:50,14
794,23:07:57,14
795,23:07:56,1
796,23:07:55,10
797,23:07:54,4
798,23:07:59,5
799,23:07:58,8
800,08:37:53,27
801,22:46:47,12
802,08:37:52,21
803,08:41:21,11
804,15:25:41,7
805,08:37:54,14
806,14:24:38,12
807,14:24:39,8
808,18:34:06,7
809,18:34:07,3
810,18:34:00,11
811,12:20:41,6
812,18:34:02,8
813,05:19:37,5
814,14:24:30,8
815,14:24:31,9
816,14:24:32,9
817,14:45:43,5
818,14:24:34,11
819,14:24:35,8
820,14:24:36,14
821,14:24:37,4
822,04:02:20,1
823,07:57:19,10
824,07:36:56,19
825,04:02:21,7
826,02:05:40,4
827,05:19:32,7
828,10:27:55,4
829,05:19:33,9
830,07:01:13,10
831,07:01:12,15
832,18:24:36,12
833,07:01:10,4
834,07:06:41,6
835,18:24:31,12
836,07:01:15,9
837,18:24:33,9
838,14:45:48,3
839,07:01:19,8
840,07:36:52,10
841,07:06:49,5
842,07:06:48,18
843,10:27:52,3
844,00:47:59,4
845,10:27:51,21
846,16:39:13,5
847,01:02:32,1
848,04:02:27,15
849,09:40:18,2
850,16:14:16,9
851,01:02:33,1
852,01:02:30,3
853,18:49:18,4
854,01:02:31,2
855,00:47:52,6
856,04:18:18,2
857,15:43:09,6
858,15:43:08,8
859,15:43:07,5
860,15:43:06,5
861,15:43:05,3
862,09:38:46,2
863,16:14:15,17
864,00:40:02,9
865,15:43:01,1
866,15:43:00,3
867,18:47:43,7
868,14:30:07,8
869,11:42:05,12
870,00:47:56,5
871,12:37:22,2
872,01:09:29,6
873,01:58:25,3
874,01:46:44,7
875,00:47:54,4
876,04:10:08,1
877,03:36:55,1
878,22:47:04,5
879,09:57:02,13
880,11:20:38,10
881,23:06:54,7
882,23:06:55,6
883,23:06:56,4
884,23:06:57,16
885,23:06:50,30
886,15:41:00,4
887,15:41:03,6
888,23:06:53,9
889,03:36:56,5
890,15:41:09,18
891,15:41:08,14
892,03:36:59,4
893,01:46:43,11
894,04:12:38,3
895,04:12:39,9
896,04:12:36,12
897,04:12:37,3
898,04:12:34,14
899,04:12:35,5
900,04:12:32,9
901,04:12:33,12
902,04:12:30,7
903,04:12:31,8
904,23:03:08,19
905,23:03:09,6
906,23:04:58,4
907,23:04:59,1
908,10:03:31,8
909,23:04:52,7
910,23:04:53,8
911,23:03:02,5
912,23:04:51,8
913,23:04:56,5
914,23:03:05,5
915,23:03:06,7
916,23:04:55,7
917,01:46:42,7
918,16:59:48,9
919,09:38:45,7
920,01:19:09,6
921,01:19:08,9
922,09:08:27,6
923,01:19:06,4
924,01:19:05,5
925,01:19:04,4
926,01:19:03,8
927,01:12:39,9
928,01:19:01,1
929,01:19:00,2
930,13:31:16,7
931,01:12:38,1
932,04:17:05,4
933,03:35:21,3
934,12:22:45,4
935,03:35:23,11
936,03:35:22,5
937,13:16:37,7
938,04:17:06,4
939,03:35:27,13
940,12:25:12,15
941,03:35:29,6
942,03:35:28,14
943,10:25:22,3
944,04:17:07,1
945,15:53:19,6
946,17:40:42,10
947,02:43:30,13
948,04:22:28,5
949,12:25:10,5
950,14:30:25,2
951,00:22:04,1
952,04:22:22,2
953,04:22:23,9
954,04:22:20,5
955,02:02:46,2
956,04:22:26,10
957,23:27:43,8
958,04:22:24,4
959,12:22:40,7
960,19:27:27,5
961,19:27:26,4
962,10:25:13,4
963,06:07:15,6
964,19:27:23,6
965,12:25:15,9
966,10:25:17,14
967,10:25:16,15
968,10:25:19,10
969,10:25:18,4
970,12:25:14,4
971,19:27:29,16
972,19:27:28,8
973,13:57:49,6
974,15:26:43,6
975,06:07:16,6
976,18:39:02,1
977,07:58:15,15
978,08:28:32,2
979,00:37:26,15
980,18:08:34,9
981,10:23:17,4
982,10:23:16,7
983,10:23:15,6
984,08:28:30,2
985,10:23:13,2
986,10:23:12,17
987,10:23:11,2
988,10:23:10,14
989,08:28:37,7
990,18:47:38,1
991,03:12:26,9
992,23:02:41,1
993,10:23:19,8
994,10:23:18,5
995,20:27:38,9
996,09:54:42,1
997,00:37:22,11
998,00:37:23,9
999,17:20:10,6
1000,13:16:33,10
1001,01:05:41,3
1002,13:51:29,6
1003,05:23:01,12
1004,11:06:53,7
1005,14:59:23,23
1006,11:06:51,45
1007,11:06:50,13
1008,11:06:57,14
1009,11:06:56,5
1010,11:06:55,21
1011,11:06:54,17
1012,04:41:21,1
1013,04:41:20,8
1014,09:05:56,5
1015,11:06:58,14
1016,04:41:25,4
1017,14:59:21,9
1018,04:41:27,2
1019,04:41:26,12
1020,08:05:25,43
1021,08:05:24,30
1022,14:09:46,10
1023,08:05:26,41
1024,14:58:11,9
1025,14:09:41,16
1026,14:58:13,5
1027,08:05:22,27
1028,16:09:33,4
1029,09:26:52,13
1030,16:09:31,25
1031,16:09:30,1
1032,16:09:37,4
1033,16:09:36,14
1034,16:09:35,7
1035,09:26:53,6
1036,01:32:49,3
1037,20:08:28,6
1038,20:08:29,6
1039,21:22:48,6
1040,23:02:46,4
1041,20:08:24,6
1042,20:08:25,2
1043,20:08:26,5
1044,09:26:51,15
1045,20:08:20,9
1046,20:08:21,9
1047,20:08:22,12
1048,01:58:45,8
1049,08:21:34,6
1050,08:21:35,14
1051,08:21:36,24
1052,08:21:37,38
1053,08:21:30,17
1054,20:53:06,16
1055,08:21:32,13
1056,08:21:33,45
1057,08:21:38,12
1058,08:21:39,23
1059,22:07:35,6
1060,14:59:28,13
1061,03:44:58,12
1062,03:44:59,10
1063,03:44:54,7
1064,03:44:55,9
1065,03:44:56,5
1066,03:44:57,9
1067,03:44:50,18
1068,03:44:51,6
1069,03:44:52,3
1070,03:44:53,5
1071,08:31:13,4
1072,06:57:48,3
1073,08:31:12,7
1074,18:53:13,3
1075,06:57:49,7
1076,01:46:49,5
1077,15:23:49,1
1078,08:31:10,10
1079,14:46:00,13
1080,15:07:39,1
1081,11:29:11,2
1082,04:31:18,5
1083,06:06:19,8
1084,19:46:19,7
1085,02:43:38,6
1086,20:53:04,5
1087,01:54:18,4
1088,01:53:49,6
1089,01:53:48,3
1090,13:30:25,5
1091,08:55:35,8
1092,01:40:43,8
1093,13:30:26,15
1094,13:30:21,5
1095,13:30:20,2
1096,13:30:23,9
1097,13:30:22,4
1098,13:30:29,10
1099,13:30:28,2
1100,20:53:05,7
1101,01:53:45,5
1102,10:10:09,4
1103,01:54:12,7
1104,10:10:02,8
1105,10:10:03,13
1106,10:10:00,9
1107,10:10:01,5
1108,10:10:06,4
1109,06:01:47,16
1110,10:10:04,7
1111,10:10:05,12
1112,11:07:54,5
1113,11:07:55,11
1114,11:07:56,22
1115,11:07:57,11
1116,11:07:50,22
1117,11:07:51,11
1118,11:07:52,14
1119,11:07:53,15
1120,01:54:17,5
1121,11:07:58,8
1122,11:07:59,5
1123,06:06:16,9
1124,15:46:19,6
1125,06:01:43,9
1126,18:44:39,6
1127,01:54:14,12
1128,10:19:52,23
1129,20:51:39,9
1130,10:19:50,3
1131,10:19:51,11
1132,10:19:56,4
1133,10:19:57,15
1134,10:19:54,2
1135,10:19:55,11
1136,11:05:52,7
1137,11:05:53,5
1138,11:05:50,16
1139,11:05:51,6
1140,11:05:56,13
1141,11:02:05,17
1142,11:02:06,5
1143,11:02:07,8
1144,03:30:13,7
1145,18:54:13,4
1146,09:20:49,8
1147,09:20:48,23
1148,09:20:47,15
1149,09:20:46,2
1150,09:20:45,17
1151,09:20:44,8
1152,09:20:43,12
1153,09:20:42,8
1154,09:20:41,4
1155,15:39:11,2
1156,10:57:18,10
1157,14:43:21,8
1158,20:53:00,3
1159,13:34:07,6
1160,03:46:52,8
1161,03:46:53,6
1162,21:26:09,5
1163,03:46:51,8
1164,03:46:56,11
1165,03:46:57,3
1166,03:46:54,4
1167,03:46:55,6
1168,21:26:03,12
1169,21:26:02,6
1170,21:26:01,5
1171,21:26:00,10
1172,21:26:07,4
1173,21:26:06,7
1174,21:26:05,3
1175,21:26:04,7
1176,13:51:22,13
1177,07:05:39,7
1178,17:08:50,6
1179,08:10:29,7
1180,08:10:28,5
1181,07:05:35,10
1182,05:25:08,8
1183,08:10:25,5
1184,07:05:36,7
1185,08:10:23,18
1186,08:10:22,11
1187,07:05:33,12
1188,08:10:20,15
1189,13:55:29,10
1190,07:51:59,8
1191,01:01:19,6
1192,21:52:32,6
1193,12:43:11,4
1194,14:13:37,25
1195,21:10:11,10
1196,21:10:10,9
1197,06:21:16,3
1198,21:10:12,10
1199,06:21:10,12
1200,06:21:11,17
1201,06:21:12,5
1202,06:21:13,3
1203,21:10:19,5
1204,21:10:18,9
1205,14:13:35,8
1206,06:21:18,5
1207,06:21:19,11
1208,11:57:02,4
1209,01:40:49,3
1210,19:57:24,1
1211,15:03:07,10
1212,19:38:17,2
1213,14:25:44,10
1214,02:47:19,3
1215,12:41:31,11
1216,06:23:18,5
1217,14:13:39,6
1218,19:29:36,3
1219,06:23:12,5
1220,06:23:13,7
1221,06:23:10,10
1222,06:23:11,6
1223,06:23:16,1
1224,06:23:17,4
1225,06:23:14,7
1226,06:23:15,2
1227,05:12:37,6
1228,05:12:36,10
1229,05:12:35,16
1230,21:16:14,11
1231,05:12:33,6
1232,21:16:12,17
1233,05:12:31,12
1234,14:44:00,13
1235,11:24:57,12
1236,11:24:56,8
1237,11:24:54,6
1238,11:24:53,12
1239,11:24:52,3
1240,11:24:51,4
1241,11:24:50,15
1242,13:11:42,15
1243,01:33:09,1
1244,01:33:08,6
1245,01:40:27,7
1246,13:11:43,14
1247,01:33:03,6
1248,01:33:02,13
1249,01:33:01,7
1250,01:33:00,3
1251,01:33:07,6
1252,01:33:06,2
1253,01:33:05,10
1254,02:47:11,7
1255,11:44:18,3
1256,12:51:30,10
1257,07:54:05,76
1258,02:47:12,5
1259,15:41:05,4
1260,13:11:46,3
1261,00:38:46,2
1262,21:40:42,7
1263,13:11:47,13
1264,01:05:13,4
1265,07:54:00,17
1266,06:17:19,5
1267,07:54:01,20
1268,04:08:44,2
1269,04:08:45,8
1270,20:16:36,12
1271,02:08:38,7
1272,01:31:05,6
1273,01:31:04,18
1274,20:16:32,15
1275,20:16:33,7
1276,02:08:33,5
1277,01:31:08,11
1278,12:40:01,12
1279,02:08:30,2
1280,04:08:48,14
1281,04:08:49,7
1282,02:08:35,6
1283,02:08:34,12
1284,01:05:12,6
1285,16:16:20,4
1286,01:52:24,1
1287,04:38:35,5
1288,16:16:21,6
1289,09:00:06,34
1290,05:49:35,7
1291,13:38:43,6
1292,16:16:23,3
1293,13:01:31,5
1294,03:45:26,7
1295,05:49:32,7
1296,10:49:31,6
1297,10:49:30,4
1298,10:49:33,4
1299,10:49:32,10
1300,10:49:35,4
1301,05:49:31,9
1302,10:49:37,9
1303,10:49:36,21
1304,10:49:39,16
1305,10:49:38,26
1306,10:29:49,12
1307,19:03:50,3
1308,19:03:51,19
1309,19:03:52,7
1310,14:32:09,4
1311,03:05:53,5
1312,19:03:55,12
1313,19:03:56,7
1314,03:05:50,8
1315,14:32:02,10
1316,19:03:59,9
1317,14:32:00,19
1318,14:32:01,5
1319,14:32:06,8
1320,14:32:07,11
1321,03:05:59,7
1322,03:05:58,5
1323,11:28:40,9
1324,10:29:45,5
1325,11:28:41,2
1326,11:28:42,5
1327,23:38:40,1
1328,12:39:45,9
1329,23:29:00,5
1330,12:39:47,8
1331,12:39:46,10
1332,14:46:09,9
1333,12:39:40,3
1334,23:18:26,8
1335,13:39:29,12
1336,13:39:26,20
1337,13:39:27,3
1338,13:39:24,7
1339,14:46:06,7
1340,14:46:01,7
1341,12:39:48,4
1342,13:39:20,6
1343,14:46:02,8
1344,19:01:56,7
1345,19:01:57,6
1346,09:40:07,10
1347,09:40:06,18
1348,09:40:01,11
1349,11:28:46,10
1350,09:40:03,10
1351,19:01:51,11
1352,20:58:21,5
1353,11:27:15,9
1354,09:40:09,6
1355,09:40:08,12
1356,19:01:58,8
1357,18:01:34,2
1358,06:39:28,2
1359,17:48:20,3
1360,23:29:06,6
1361,01:05:16,3
